user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address,class
33897,2023-06-27 00:00:00,2023-09-01 19:00:00,381,DEV2471,Ads,Safari,M,46,192.168.180.43,0
78148,2023-10-20 00:00:00,2023-09-07 07:00:00,20,DEV4163,SEO,IE,F,28,192.168.238.134,0
33483,2023-02-15 00:00:00,2023-03-05 02:00:00,261,DEV6371,SEO,Chrome,M,21,192.168.222.221,0
58555,2023-06-19 00:00:00,2023-04-07 16:00:00,353,DEV9803,Ads,IE,M,39,192.168.69.68,0
27159,2023-09-28 00:00:00,2023-09-28 11:00:00,244,DEV9627,Direct,FireFox,M,50,192.168.78.154,0
90077,2023-05-19 00:00:00,2023-09-03 17:00:00,145,DEV9839,Direct,IE,F,51,192.168.98.53,0
45920,2023-09-04 00:00:00,2023-05-13 13:00:00,263,DEV5017,Direct,Safari,F,48,192.168.200.125,0
77121,2023-05-28 00:00:00,2023-03-05 10:00:00,63,DEV3609,SEO,Safari,F,27,192.168.22.185,0
79479,2023-08-18 00:00:00,2023-08-14 15:00:00,487,DEV1082,Direct,FireFox,M,52,192.168.144.116,0
99475,2023-10-07 00:00:00,2023-07-26 03:00:00,138,DEV2789,Direct,Safari,F,45,192.168.86.45,1
29457,2023-05-05 00:00:00,2023-02-18 17:00:00,235,DEV6708,Ads,Chrome,M,40,192.168.102.46,0
76557,2023-07-11 00:00:00,2023-08-26 06:00:00,29,DEV8973,SEO,Safari,M,29,192.168.220.58,0
87189,2023-03-21 00:00:00,2023-09-04 10:00:00,109,DEV5116,Direct,Chrome,M,46,192.168.102.172,0
88953,2023-04-04 00:00:00,2023-05-22 15:00:00,299,DEV6526,Ads,IE,M,19,192.168.109.61,0
62995,2023-08-14 00:00:00,2023-06-27 15:00:00,66,DEV3741,SEO,IE,F,30,192.168.53.124,0
50757,2023-03-06 00:00:00,2023-02-16 02:00:00,235,DEV1797,Ads,Safari,M,53,192.168.202.113,0
19692,2023-03-29 00:00:00,2023-03-18 22:00:00,150,DEV3526,Direct,Safari,M,64,192.168.140.11,0
55758,2023-03-29 00:00:00,2023-05-01 23:00:00,134,DEV5751,SEO,FireFox,F,43,192.168.1.41,0
82409,2023-07-20 00:00:00,2023-08-17 08:00:00,447,DEV8731,SEO,IE,M,34,192.168.181.10,0
81211,2023-08-02 00:00:00,2023-08-07 07:00:00,318,DEV1762,Direct,Chrome,M,60,192.168.239.112,0
75697,2023-07-23 00:00:00,2023-04-07 06:00:00,61,DEV9809,Ads,FireFox,M,50,192.168.77.149,0
47065,2023-03-30 00:00:00,2023-11-09 16:00:00,143,DEV5806,SEO,FireFox,M,39,192.168.212.108,0
42606,2023-03-02 00:00:00,2023-07-08 10:00:00,301,DEV4863,SEO,IE,F,19,192.168.176.36,0
21534,2023-09-28 00:00:00,2023-01-23 03:00:00,162,DEV4686,SEO,FireFox,M,27,192.168.35.216,0
50397,2023-04-04 00:00:00,2023-11-06 03:00:00,356,DEV1767,Direct,Chrome,M,56,192.168.234.176,0
11016,2023-01-27 00:00:00,2023-05-15 04:00:00,195,DEV6601,Ads,FireFox,F,43,192.168.57.2,0
99789,2023-08-02 00:00:00,2023-08-31 07:00:00,248,DEV4185,Direct,Chrome,M,47,192.168.193.218,0
65591,2023-03-15 00:00:00,2023-09-18 09:00:00,192,DEV8429,SEO,Chrome,F,39,192.168.160.254,0
99812,2023-03-02 00:00:00,2023-05-16 16:00:00,360,DEV2077,Ads,Safari,M,28,192.168.145.175,0
33247,2023-07-05 00:00:00,2023-09-02 05:00:00,12,DEV2890,Ads,IE,M,39,192.168.74.198,0
34300,2023-01-31 00:00:00,2023-05-28 08:00:00,293,DEV2626,Direct,IE,F,41,192.168.36.177,1
84065,2023-08-07 00:00:00,2023-02-28 09:00:00,387,DEV7646,Direct,IE,F,46,192.168.35.26,0
92798,2023-01-12 00:00:00,2023-07-15 07:00:00,205,DEV2571,SEO,IE,F,27,192.168.149.30,0
19268,2023-02-01 00:00:00,2023-08-03 14:00:00,474,DEV4675,Direct,Chrome,F,51,192.168.167.181,0
96807,2023-06-09 00:00:00,2023-03-29 17:00:00,175,DEV6432,Direct,IE,F,63,192.168.63.197,0
22185,2023-08-25 00:00:00,2023-07-23 22:00:00,299,DEV5773,Direct,IE,M,42,192.168.245.116,0
73704,2023-08-15 00:00:00,2023-04-23 04:00:00,349,DEV6044,Direct,Chrome,M,38,192.168.52.53,0
96779,2023-06-30 00:00:00,2023-04-25 17:00:00,150,DEV5808,Direct,Safari,M,56,192.168.181.224,1
49099,2023-02-15 00:00:00,2023-10-24 00:00:00,120,DEV4752,SEO,IE,F,30,192.168.198.133,0
18571,2023-03-21 00:00:00,2023-08-09 01:00:00,270,DEV2328,Ads,FireFox,M,19,192.168.63.181,0
48044,2023-05-15 00:00:00,2023-09-17 09:00:00,393,DEV5123,Direct,Safari,M,23,192.168.64.102,0
61214,2023-09-17 00:00:00,2023-10-30 05:00:00,197,DEV2311,Ads,Safari,F,18,192.168.173.229,0
71228,2023-09-04 00:00:00,2023-07-30 23:00:00,353,DEV5450,Ads,Safari,M,45,192.168.169.113,0
58984,2023-06-08 00:00:00,2023-02-03 18:00:00,380,DEV3725,Direct,IE,M,39,192.168.111.235,0
50774,2023-07-22 00:00:00,2023-11-06 20:00:00,367,DEV8571,Direct,Chrome,M,28,192.168.92.74,0
12568,2023-04-22 00:00:00,2023-04-03 10:00:00,282,DEV3183,Ads,IE,F,56,192.168.219.55,0
72592,2023-10-19 00:00:00,2023-11-03 17:00:00,194,DEV1153,SEO,IE,F,22,192.168.167.14,0
77563,2023-04-29 00:00:00,2023-07-08 15:00:00,296,DEV6582,Ads,Safari,M,35,192.168.29.22,0
12695,2023-01-17 00:00:00,2023-11-04 07:00:00,101,DEV1815,SEO,Chrome,F,37,192.168.11.246,0
58190,2023-08-15 00:00:00,2023-08-04 03:00:00,458,DEV2119,Ads,IE,M,29,192.168.91.94,0
15258,2023-04-27 00:00:00,2023-02-19 10:00:00,203,DEV3155,Direct,IE,F,38,192.168.157.122,0
97538,2023-02-12 00:00:00,2023-11-10 09:00:00,426,DEV6165,SEO,IE,F,44,192.168.102.15,0
49504,2023-04-25 00:00:00,2023-05-03 15:00:00,369,DEV2209,Ads,IE,M,58,192.168.157.67,0
43159,2023-10-10 00:00:00,2023-01-14 11:00:00,358,DEV9645,SEO,Chrome,M,51,192.168.32.184,0
23986,2023-02-06 00:00:00,2023-04-28 21:00:00,397,DEV7428,Direct,Chrome,F,35,192.168.96.251,0
71858,2023-04-23 00:00:00,2023-05-04 02:00:00,347,DEV2106,SEO,Chrome,F,51,192.168.155.212,0
22666,2023-02-04 00:00:00,2023-06-26 10:00:00,320,DEV5416,Direct,FireFox,M,19,192.168.206.25,0
48660,2023-05-12 00:00:00,2023-09-28 23:00:00,417,DEV6264,Direct,Chrome,M,31,192.168.124.13,0
13561,2023-08-16 00:00:00,2023-04-26 15:00:00,425,DEV2037,SEO,Chrome,M,56,192.168.184.142,0
36854,2023-05-27 00:00:00,2023-08-22 23:00:00,338,DEV4333,Direct,Safari,F,18,192.168.193.15,0
74505,2023-05-02 00:00:00,2023-09-29 02:00:00,56,DEV1413,Direct,IE,M,45,192.168.36.250,0
62251,2023-03-22 00:00:00,2023-09-18 09:00:00,153,DEV8904,Direct,IE,F,58,192.168.10.10,0
32662,2023-06-22 00:00:00,2023-01-24 20:00:00,158,DEV2939,SEO,Safari,F,44,192.168.160.1,0
18392,2023-06-03 00:00:00,2023-07-27 15:00:00,359,DEV1655,Direct,Chrome,M,47,192.168.32.62,1
40535,2023-05-30 00:00:00,2023-05-16 06:00:00,332,DEV8457,Ads,IE,F,39,192.168.130.83,0
88603,2023-02-27 00:00:00,2023-08-04 14:00:00,362,DEV3479,Direct,FireFox,F,29,192.168.32.25,1
62256,2023-03-04 00:00:00,2023-05-30 14:00:00,424,DEV6639,Ads,FireFox,F,18,192.168.240.33,0
99135,2023-06-05 00:00:00,2023-03-13 09:00:00,129,DEV6921,SEO,Safari,M,50,192.168.77.179,0
45222,2023-06-17 00:00:00,2023-10-20 02:00:00,407,DEV7520,Ads,FireFox,F,58,192.168.92.193,0
87373,2023-06-15 00:00:00,2023-03-05 05:00:00,143,DEV4606,Direct,Safari,M,18,192.168.241.199,0
89575,2023-03-26 00:00:00,2023-01-22 17:00:00,206,DEV6203,Direct,FireFox,F,22,192.168.154.199,0
94651,2023-05-17 00:00:00,2023-05-26 21:00:00,422,DEV5058,Direct,FireFox,F,22,192.168.70.202,0
73335,2023-07-08 00:00:00,2023-06-03 04:00:00,448,DEV6004,Direct,FireFox,F,24,192.168.115.230,0
20965,2023-01-02 00:00:00,2023-10-19 15:00:00,46,DEV7468,Direct,Safari,M,37,192.168.93.245,1
34538,2023-04-16 00:00:00,2023-05-26 12:00:00,196,DEV9015,Direct,IE,M,43,192.168.230.176,0
80592,2023-03-13 00:00:00,2023-11-07 02:00:00,429,DEV1315,SEO,Safari,F,23,192.168.46.148,1
18110,2023-05-06 00:00:00,2023-08-19 14:00:00,222,DEV7063,Direct,Chrome,F,43,192.168.148.198,0
89309,2023-06-19 00:00:00,2023-08-07 22:00:00,469,DEV9412,Ads,Chrome,F,20,192.168.211.60,0
37266,2023-07-24 00:00:00,2023-05-13 19:00:00,119,DEV7041,Ads,FireFox,F,56,192.168.112.242,0
62992,2023-07-14 00:00:00,2023-05-06 05:00:00,196,DEV3261,Ads,FireFox,M,31,192.168.141.147,0
92948,2023-06-07 00:00:00,2023-06-16 21:00:00,480,DEV8639,SEO,IE,F,31,192.168.4.158,0
16910,2023-05-21 00:00:00,2023-10-07 03:00:00,87,DEV1844,Ads,IE,F,37,192.168.189.139,0
10206,2023-10-02 00:00:00,2023-01-27 14:00:00,457,DEV2514,Ads,IE,M,61,192.168.55.183,1
97054,2023-01-07 00:00:00,2023-10-06 17:00:00,436,DEV2108,Ads,FireFox,F,26,192.168.139.193,0
97897,2023-02-23 00:00:00,2023-08-17 08:00:00,383,DEV6123,SEO,Safari,F,23,192.168.25.67,0
33419,2023-04-14 00:00:00,2023-09-05 19:00:00,307,DEV2730,Ads,FireFox,M,19,192.168.29.225,0
60636,2023-03-02 00:00:00,2023-02-12 03:00:00,339,DEV4185,Ads,Chrome,F,55,192.168.228.19,0
60015,2023-03-28 00:00:00,2023-10-22 15:00:00,134,DEV2238,SEO,FireFox,F,58,192.168.193.108,0
64268,2023-09-15 00:00:00,2023-02-16 17:00:00,325,DEV6455,Direct,IE,M,60,192.168.162.78,0
97939,2023-06-27 00:00:00,2023-04-23 04:00:00,455,DEV3924,Ads,Chrome,F,50,192.168.50.239,0
28141,2023-08-30 00:00:00,2023-08-09 12:00:00,329,DEV7796,Direct,FireFox,F,61,192.168.13.54,0
90356,2023-07-22 00:00:00,2023-10-17 05:00:00,484,DEV7039,Ads,IE,M,22,192.168.163.112,0
81910,2023-01-31 00:00:00,2023-06-01 21:00:00,498,DEV4566,SEO,FireFox,M,30,192.168.52.181,0
66044,2023-10-16 00:00:00,2023-09-06 18:00:00,323,DEV2456,Direct,FireFox,M,32,192.168.245.190,0
77214,2023-03-21 00:00:00,2023-08-27 11:00:00,11,DEV2109,SEO,IE,F,62,192.168.221.235,0
43827,2023-01-11 00:00:00,2023-05-23 14:00:00,343,DEV2930,Direct,Chrome,M,51,192.168.185.154,0
65820,2023-09-11 00:00:00,2023-05-15 08:00:00,80,DEV8703,SEO,Chrome,F,26,192.168.1.212,0
72623,2023-10-14 00:00:00,2023-03-04 06:00:00,474,DEV1622,Direct,Safari,F,43,192.168.115.77,0
91734,2023-06-25 00:00:00,2023-04-08 13:00:00,385,DEV3337,Direct,Chrome,M,47,192.168.90.212,0
85450,2023-05-06 00:00:00,2023-04-18 18:00:00,221,DEV2258,Direct,FireFox,M,39,192.168.22.162,0
32299,2023-02-16 00:00:00,2023-04-15 19:00:00,17,DEV7300,Ads,IE,M,42,192.168.61.111,0
53585,2023-07-25 00:00:00,2023-07-17 15:00:00,193,DEV5501,Direct,Chrome,M,57,192.168.71.58,0
74044,2023-04-17 00:00:00,2023-09-23 22:00:00,477,DEV8840,Direct,FireFox,F,21,192.168.203.191,0
52557,2023-10-02 00:00:00,2023-03-24 23:00:00,173,DEV8289,Ads,FireFox,F,64,192.168.91.168,0
59080,2023-05-03 00:00:00,2023-10-19 21:00:00,462,DEV3023,Ads,Chrome,F,45,192.168.160.224,0
12693,2023-05-14 00:00:00,2023-01-28 03:00:00,278,DEV1876,SEO,IE,M,54,192.168.136.125,0
79163,2023-04-17 00:00:00,2023-06-23 11:00:00,304,DEV8190,SEO,IE,M,27,192.168.78.73,0
35939,2023-02-19 00:00:00,2023-06-05 17:00:00,367,DEV3526,Ads,Safari,F,26,192.168.48.1,0
58925,2023-04-05 00:00:00,2023-09-20 07:00:00,90,DEV9536,Ads,IE,M,53,192.168.130.150,0
52941,2023-09-25 00:00:00,2023-06-19 16:00:00,271,DEV4672,Ads,IE,F,18,192.168.201.18,0
31834,2023-01-23 00:00:00,2023-02-28 23:00:00,284,DEV2913,Ads,Chrome,M,47,192.168.232.17,0
28047,2023-02-23 00:00:00,2023-07-05 02:00:00,418,DEV3445,Ads,Chrome,M,28,192.168.162.232,0
36105,2023-09-11 00:00:00,2023-03-16 03:00:00,396,DEV9976,SEO,FireFox,M,42,192.168.181.250,0
85766,2023-08-23 00:00:00,2023-10-26 09:00:00,114,DEV2487,Ads,Chrome,M,28,192.168.187.234,0
25707,2023-02-28 00:00:00,2023-03-01 15:00:00,318,DEV5891,Ads,Safari,F,58,192.168.136.222,0
31976,2023-06-13 00:00:00,2023-01-14 19:00:00,37,DEV6234,SEO,FireFox,M,22,192.168.93.228,0
54262,2023-09-16 00:00:00,2023-05-09 01:00:00,419,DEV1449,Direct,IE,F,44,192.168.179.177,0
33776,2023-08-04 00:00:00,2023-06-23 11:00:00,56,DEV2427,SEO,Chrome,M,40,192.168.11.16,0
40080,2023-07-02 00:00:00,2023-08-21 15:00:00,401,DEV3595,SEO,Safari,M,36,192.168.218.84,0
76842,2023-02-26 00:00:00,2023-06-15 09:00:00,322,DEV3276,Ads,FireFox,F,20,192.168.48.175,0
71373,2023-05-25 00:00:00,2023-09-29 04:00:00,64,DEV6765,Direct,Safari,M,25,192.168.245.26,0
16776,2023-03-31 00:00:00,2023-07-02 11:00:00,88,DEV9435,SEO,Safari,F,53,192.168.245.141,0
65016,2023-02-14 00:00:00,2023-02-02 02:00:00,10,DEV3112,Direct,IE,M,32,192.168.182.232,0
19474,2023-09-14 00:00:00,2023-03-12 11:00:00,177,DEV2026,SEO,FireFox,M,30,192.168.117.140,0
68053,2023-01-21 00:00:00,2023-05-24 00:00:00,32,DEV4692,Ads,Chrome,F,47,192.168.2.191,1
31959,2023-01-21 00:00:00,2023-02-03 01:00:00,237,DEV4049,SEO,IE,M,58,192.168.215.223,0
15530,2023-02-21 00:00:00,2023-10-30 10:00:00,447,DEV7146,SEO,Safari,F,27,192.168.100.119,0
13748,2023-06-20 00:00:00,2023-02-24 11:00:00,307,DEV8584,SEO,FireFox,M,51,192.168.71.98,0
23545,2023-03-08 00:00:00,2023-07-08 06:00:00,473,DEV8098,Direct,IE,M,47,192.168.150.207,0
76199,2023-04-23 00:00:00,2023-03-14 00:00:00,443,DEV6879,Direct,Chrome,F,42,192.168.99.200,0
44766,2023-10-27 00:00:00,2023-02-08 12:00:00,269,DEV9252,Ads,Safari,F,23,192.168.38.57,0
83530,2023-06-09 00:00:00,2023-04-16 12:00:00,273,DEV6053,Direct,FireFox,M,54,192.168.17.112,0
71087,2023-09-23 00:00:00,2023-10-03 01:00:00,173,DEV4606,Direct,IE,F,34,192.168.181.30,0
78840,2023-08-20 00:00:00,2023-10-28 09:00:00,19,DEV7669,Direct,IE,M,53,192.168.229.63,0
64384,2023-03-09 00:00:00,2023-03-06 22:00:00,125,DEV1389,Ads,Safari,F,57,192.168.41.36,0
61005,2023-01-28 00:00:00,2023-06-12 00:00:00,167,DEV5616,Ads,IE,F,49,192.168.110.225,0
56576,2023-04-26 00:00:00,2023-08-17 06:00:00,365,DEV1252,Ads,Chrome,M,39,192.168.238.104,0
49353,2023-02-20 00:00:00,2023-07-02 12:00:00,281,DEV9052,Ads,Chrome,F,50,192.168.69.99,1
72003,2023-06-30 00:00:00,2023-04-16 23:00:00,167,DEV4166,SEO,Chrome,M,39,192.168.246.205,0
93211,2023-09-17 00:00:00,2023-05-13 01:00:00,329,DEV1695,Ads,FireFox,F,53,192.168.104.87,0
62733,2023-03-20 00:00:00,2023-01-22 19:00:00,373,DEV6923,Ads,IE,M,35,192.168.96.114,0
75318,2023-09-30 00:00:00,2023-01-14 06:00:00,211,DEV5748,SEO,Chrome,M,45,192.168.41.113,0
99474,2023-04-18 00:00:00,2023-03-18 16:00:00,130,DEV8865,SEO,Chrome,M,30,192.168.210.28,0
33664,2023-03-15 00:00:00,2023-06-04 21:00:00,148,DEV2505,Direct,FireFox,F,35,192.168.116.197,0
77172,2023-06-24 00:00:00,2023-03-16 04:00:00,171,DEV3743,Direct,IE,M,40,192.168.130.145,0
95616,2023-07-03 00:00:00,2023-04-02 10:00:00,217,DEV5654,Ads,Chrome,M,52,192.168.84.156,0
36736,2023-01-23 00:00:00,2023-04-25 21:00:00,64,DEV8889,Direct,Chrome,M,35,192.168.51.116,1
10854,2023-10-01 00:00:00,2023-07-10 23:00:00,348,DEV2298,SEO,Chrome,M,27,192.168.41.51,0
48623,2023-05-09 00:00:00,2023-04-25 10:00:00,269,DEV5690,Direct,FireFox,M,19,192.168.163.222,0
17392,2023-10-18 00:00:00,2023-08-24 10:00:00,442,DEV4868,Direct,IE,M,31,192.168.135.223,0
65680,2023-07-05 00:00:00,2023-02-07 16:00:00,53,DEV8600,Ads,Chrome,M,49,192.168.207.213,0
56717,2023-02-28 00:00:00,2023-01-26 18:00:00,168,DEV8200,SEO,Safari,F,47,192.168.126.1,0
97092,2023-01-01 00:00:00,2023-10-14 07:00:00,313,DEV1215,SEO,FireFox,M,36,192.168.50.142,0
60859,2023-05-11 00:00:00,2023-11-04 19:00:00,364,DEV7244,Direct,Safari,M,22,192.168.103.16,0
36309,2023-03-08 00:00:00,2023-03-05 13:00:00,107,DEV1179,Direct,IE,M,49,192.168.140.181,0
97455,2023-10-20 00:00:00,2023-10-25 09:00:00,35,DEV3686,Direct,FireFox,F,27,192.168.127.226,0
73734,2023-10-12 00:00:00,2023-05-04 06:00:00,368,DEV8655,Ads,FireFox,M,22,192.168.152.201,0
80467,2023-03-30 00:00:00,2023-02-17 01:00:00,207,DEV6579,Direct,FireFox,F,31,192.168.108.74,0
62662,2023-04-10 00:00:00,2023-08-28 16:00:00,106,DEV1376,Direct,IE,M,56,192.168.160.77,1
22688,2023-07-08 00:00:00,2023-06-25 00:00:00,248,DEV7960,Ads,Safari,M,59,192.168.97.149,0
35342,2023-08-29 00:00:00,2023-07-11 12:00:00,484,DEV9045,SEO,Chrome,M,60,192.168.171.131,0
47157,2023-09-27 00:00:00,2023-08-03 18:00:00,21,DEV2827,Ads,IE,M,36,192.168.107.153,0
77863,2023-08-07 00:00:00,2023-09-12 13:00:00,54,DEV8772,Direct,Chrome,F,28,192.168.128.9,1
62083,2023-06-25 00:00:00,2023-11-15 17:00:00,401,DEV6852,Direct,Chrome,M,52,192.168.99.1,0
75733,2023-08-21 00:00:00,2023-05-11 19:00:00,18,DEV8577,SEO,Chrome,F,56,192.168.28.152,0
99045,2023-05-31 00:00:00,2023-09-26 13:00:00,10,DEV3327,Ads,FireFox,F,63,192.168.214.245,0
44698,2023-10-04 00:00:00,2023-08-08 14:00:00,398,DEV9944,Direct,FireFox,F,55,192.168.124.221,0
90623,2023-08-17 00:00:00,2023-11-16 13:00:00,336,DEV8584,SEO,Safari,F,39,192.168.59.88,0
32671,2023-06-20 00:00:00,2023-11-02 23:00:00,219,DEV9441,Direct,IE,F,62,192.168.12.167,0
35184,2023-08-11 00:00:00,2023-07-23 04:00:00,63,DEV8272,SEO,Chrome,M,63,192.168.161.34,0
52107,2023-08-01 00:00:00,2023-03-19 15:00:00,113,DEV3820,Direct,IE,F,47,192.168.253.78,0
96202,2023-10-09 00:00:00,2023-05-04 04:00:00,161,DEV5736,Direct,IE,M,47,192.168.38.41,0
61663,2023-02-10 00:00:00,2023-08-18 21:00:00,419,DEV7470,SEO,IE,F,64,192.168.211.234,0
25708,2023-05-02 00:00:00,2023-08-18 12:00:00,19,DEV6601,SEO,FireFox,F,28,192.168.213.24,0
59811,2023-08-15 00:00:00,2023-08-16 15:00:00,454,DEV5866,Direct,Chrome,F,39,192.168.246.141,0
12811,2023-10-21 00:00:00,2023-09-04 14:00:00,49,DEV7520,SEO,Chrome,F,27,192.168.82.109,0
66250,2023-03-29 00:00:00,2023-11-04 04:00:00,53,DEV3743,Direct,IE,M,60,192.168.85.214,0
82082,2023-09-24 00:00:00,2023-04-14 20:00:00,377,DEV5576,Direct,Safari,M,36,192.168.0.252,0
44754,2023-01-29 00:00:00,2023-09-20 22:00:00,277,DEV8183,Ads,FireFox,M,32,192.168.166.29,0
21411,2023-09-04 00:00:00,2023-08-13 05:00:00,287,DEV7400,Direct,IE,M,52,192.168.132.221,0
12911,2023-09-01 00:00:00,2023-09-25 12:00:00,164,DEV8755,Direct,IE,F,52,192.168.198.189,0
77270,2023-03-02 00:00:00,2023-09-07 15:00:00,460,DEV4096,SEO,Chrome,M,18,192.168.252.204,0
93763,2023-05-27 00:00:00,2023-08-12 09:00:00,91,DEV9021,Ads,Safari,M,64,192.168.158.134,1
18680,2023-06-23 00:00:00,2023-04-18 01:00:00,206,DEV9190,SEO,IE,M,62,192.168.126.245,0
94896,2023-10-05 00:00:00,2023-01-26 12:00:00,407,DEV2085,SEO,Safari,F,64,192.168.28.50,0
93879,2023-05-22 00:00:00,2023-06-13 16:00:00,418,DEV4729,Direct,Chrome,M,35,192.168.216.204,0
